City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Lao Cai,VN,2021-10-01 13:30:50,22.4833,103.95,77.36,96,100,0.63
68,Saskylakh,RU,2021-10-01 13:30:50,71.9167,114.0833,16.48,97,88,3.02
69,Pevek,RU,2021-10-01 13:30:50,69.7008,170.3133,19.92,90,46,7.49
70,Anadyr,RU,2021-10-01 13:30:51,64.75,177.4833,12.7,92,0,4.47
71,Cockburn Town,TC,2021-10-01 13:30:51,21.4612,-71.1419,81.73,73,10,8.5
72,Gushikawa,JP,2021-10-01 13:30:51,26.3544,127.8686,80.6,86,1,0.0
73,Mackay,AU,2021-10-01 13:30:52,-21.15,149.2,71.58,88,95,6.91
74,Cooma,AU,2021-10-01 13:30:52,-36.2333,149.1333,44.37,100,75,3.44
75,East London,ZA,2021-10-01 13:30:52,-33.0153,27.9116,68.94,77,20,10.36
76,Manicore,BR,2021-10-01 13:30:53,-5.8092,-61.3003,88.03,54,100,3.2
77,Hermanus,ZA,2021-10-01 13:30:53,-34.4187,19.2345,67.89,82,100,10.56
78,Toma,BF,2021-10-01 13:30:53,12.7667,-2.8833,95.13,35,91,9.33
79,Banjar,ID,2021-10-01 13:30:54,-8.19,114.9675,76.91,86,52,7.0
80,Troitskoye,RU,2021-10-01 13:30:54,52.9821,84.6757,38.23,92,100,10.33
81,Salalah,OM,2021-10-01 13:30:54,17.0151,54.0924,82.49,83,90,12.66
82,Mount Isa,AU,2021-10-01 13:30:55,-20.7333,139.5,74.97,19,26,6.91
83,Carnarvon,AU,2021-10-01 13:30:55,-24.8667,113.6333,64.47,72,40,20.71
84,Te Anau,NZ,2021-10-01 13:30:55,-45.4167,167.7167,41.79,92,100,1.39
85,Awjilah,LY,2021-10-01 13:31:03,29.1081,21.2869,87.21,28,0,12.66
86,Ust-Kuyga,RU,2021-10-01 13:31:03,70.0167,135.6,13.42,84,9,2.1
87,Vaini,TO,2021-10-01 13:31:03,-21.2,-175.2,71.76,94,20,6.91
88,Bluff,NZ,2021-10-01 13:31:04,-46.6,168.3333,49.8,79,100,19.64
89,Puerto Ayora,EC,2021-10-01 13:31:04,-0.7393,-90.3518,70.63,86,94,8.86
90,La Asuncion,VE,2021-10-01 13:31:04,11.0333,-63.8628,83.75,73,100,10.6
91,Cherskiy,RU,2021-10-01 13:31:05,68.75,161.3,5.63,96,21,6.93
92,Castro,BR,2021-10-01 13:31:05,-24.7911,-50.0119,73.44,64,100,5.88
93,Balkanabat,TM,2021-10-01 13:31:05,39.5108,54.3671,66.58,34,13,12.84
94,Wau,SS,2021-10-01 13:31:06,7.7029,27.9953,93.24,39,60,2.44
95,Jamestown,US,2021-10-01 13:29:47,42.097,-79.2353,55.51,98,90,1.01
96,Neiafu,TO,2021-10-01 13:31:06,-18.65,-173.9833,75.88,78,20,9.22
97,New Norfolk,AU,2021-10-01 13:31:07,-42.7826,147.0587,56.75,77,100,1.7
98,Porto Novo,BJ,2021-10-01 13:31:07,6.4965,2.6036,78.62,66,88,8.9
99,Ostrovnoy,RU,2021-10-01 13:31:07,68.0531,39.5131,44.74,81,100,3.0
100,Alofi,NU,2021-10-01 13:31:08,-19.0595,-169.9187,71.49,88,86,6.91
101,Oriximina,BR,2021-10-01 13:26:55,-1.7656,-55.8661,86.72,58,14,4.45
102,Luganville,VU,2021-10-01 13:31:08,-15.5333,167.1667,75.76,90,100,9.37
103,Tasiilaq,GL,2021-10-01 13:31:08,65.6145,-37.6368,39.36,53,18,8.37
104,Ahipara,NZ,2021-10-01 13:31:09,-35.1667,173.1667,48.27,86,48,2.89
105,Grindavik,IS,2021-10-01 13:31:09,63.8424,-22.4338,46.35,81,75,20.71
106,Dourbali,TD,2021-10-01 13:31:09,11.8091,15.8632,99.91,14,54,3.85
107,Pundaguitan,PH,2021-10-01 13:31:10,6.3711,126.1689,84.2,73,100,6.2
108,Iqaluit,CA,2021-10-01 13:30:13,63.7506,-68.5145,28.13,93,20,0.0
109,San Patricio,US,2021-10-01 13:31:10,28.017,-97.5169,76.86,79,100,9.42
110,Maragogi,BR,2021-10-01 13:31:11,-9.0122,-35.2225,81.28,73,26,11.5
111,Saint George,US,2021-10-01 13:31:11,37.1041,-113.5841,54.19,39,1,1.01
112,Walvis Bay,NA,2021-10-01 13:28:20,-22.9575,14.5053,70.75,46,0,17.27
113,Rio Grande,BR,2021-10-01 13:31:11,-32.035,-52.0986,66.31,87,94,13.94
114,Gorom-Gorom,BF,2021-10-01 13:31:12,14.4439,-0.2361,98.24,27,35,7.05
115,Atuona,PF,2021-10-01 13:31:12,-9.8,-139.0333,77.7,72,69,20.74
116,Sumbe,AO,2021-10-01 13:31:12,-11.2061,13.8437,78.8,74,20,9.22
117,Ranong,TH,2021-10-01 13:31:13,9.9658,98.6348,78.73,87,52,7.16
118,Tremedal,BR,2021-10-01 13:31:13,-14.9758,-41.4108,89.56,30,0,8.01
119,Bubaque,GW,2021-10-01 13:31:13,11.2833,-15.8333,82.44,77,18,9.98
120,Wajir,KE,2021-10-01 13:31:14,1.7471,40.0573,89.19,38,100,20.85
121,Avera,US,2021-10-01 13:31:14,33.194,-82.5271,73.67,72,89,6.8
122,Upernavik,GL,2021-10-01 13:31:14,72.7868,-56.1549,34.83,72,97,26.64
123,Mount Gambier,AU,2021-10-01 13:31:15,-37.8333,140.7667,53.51,100,90,10.36
124,Bozoum,CF,2021-10-01 13:31:15,6.3193,16.3799,81.68,71,79,3.83
125,Abnub,EG,2021-10-01 13:31:15,27.2696,31.1511,91.62,23,0,17.2
126,Lorengau,PG,2021-10-01 13:31:16,-2.0226,147.2712,78.39,79,100,4.43
127,Rocha,UY,2021-10-01 13:31:16,-34.4833,-54.3333,65.73,72,0,15.21
128,Cabedelo,BR,2021-10-01 13:31:16,-6.9811,-34.8339,84.87,66,14,13.78
129,Saint-Pierre,RE,2021-10-01 13:26:56,-21.3393,55.4781,76.68,66,20,18.41
130,Verkhnevilyuysk,RU,2021-10-01 13:31:17,63.4453,120.3167,27.64,64,8,4.9
131,Cidreira,BR,2021-10-01 13:31:17,-30.1811,-50.2056,67.71,94,100,7.18
132,Hithadhoo,MV,2021-10-01 13:31:17,-0.6,73.0833,82.92,68,16,8.84
133,Bredasdorp,ZA,2021-10-01 13:31:18,-34.5322,20.0403,60.12,72,75,17.27
134,La Palma,US,2021-10-01 13:31:18,33.8464,-118.0467,76.03,69,1,0.0
135,Coari,BR,2021-10-01 13:31:19,-4.085,-63.1414,87.48,60,100,0.98
136,Verkhnyaya Inta,RU,2021-10-01 13:31:19,65.9811,60.3094,37.0,72,100,7.36
137,Tiksi,RU,2021-10-01 13:31:19,71.6872,128.8694,28.85,78,82,3.96
138,Kargasok,RU,2021-10-01 13:31:20,59.0556,80.8572,33.98,98,100,10.67
139,Praia Da Vitoria,PT,2021-10-01 13:31:20,38.7333,-27.0667,75.76,78,40,3.27
140,Piopio,NZ,2021-10-01 13:31:20,-38.4667,175.0167,47.95,87,99,1.3
141,Brae,GB,2021-10-01 13:31:21,60.3964,-1.353,55.31,89,84,17.4
142,Aklavik,CA,2021-10-01 13:31:21,68.2191,-135.0107,32.72,97,96,2.42
143,Saumur,FR,2021-10-01 13:31:21,47.3333,-0.25,60.82,89,100,12.73
144,Kenai,US,2021-10-01 13:31:22,60.5544,-151.2583,42.15,63,75,12.66
145,Sao Filipe,CV,2021-10-01 13:31:22,14.8961,-24.4956,79.59,73,64,6.58
146,Vostok,RU,2021-10-01 13:31:23,46.4856,135.8833,38.34,79,6,2.51
147,Guerrero Negro,MX,2021-10-01 13:31:23,27.9769,-114.0611,67.32,88,0,4.83
148,Dunmore Town,BS,2021-10-01 13:31:23,25.5,-76.65,82.74,63,65,16.42
149,Tahta,EG,2021-10-01 13:31:24,26.7693,31.5021,91.72,20,0,17.63
150,Drovyanaya,RU,2021-10-01 13:31:24,51.5833,113.0333,31.51,69,19,1.97
151,Tateyama,JP,2021-10-01 13:31:24,34.9833,139.8667,70.11,78,70,21.36
152,Inirida,CO,2021-10-01 13:31:25,3.8653,-67.9239,80.35,81,98,1.99
153,Tuzha,RU,2021-10-01 13:31:25,57.6062,47.936,49.14,74,89,4.79
154,Acapulco,MX,2021-10-01 13:31:25,16.8634,-99.8901,78.62,83,40,6.91
155,Lata,PT,2021-10-01 13:31:25,40.1629,-8.3327,78.49,47,100,9.01
156,Ambon,ID,2021-10-01 13:31:26,-3.6954,128.1814,78.94,89,40,5.75
157,Finschhafen,PG,2021-10-01 13:31:26,-6.6024,147.8681,78.89,84,100,11.07
158,Ampanihy,MG,2021-10-01 13:31:26,-24.7,44.75,85.64,40,19,14.63
159,Palampur,IN,2021-10-01 13:31:27,32.1167,76.5333,69.06,86,45,1.63
160,Victoria,HK,2021-10-01 13:27:57,22.2855,114.1577,86.38,81,0,5.99
161,Chara,RU,2021-10-01 13:31:27,56.9064,118.2631,28.24,72,82,2.06
162,Pimentel,PE,2021-10-01 13:31:28,-6.8367,-79.9342,62.89,82,75,10.36
163,Gat,IL,2021-10-01 13:28:03,31.61,34.7642,86.4,100,0,14.79
164,Deputatskiy,RU,2021-10-01 13:31:28,69.3,139.9,9.36,90,17,1.12
165,Juneau,US,2021-10-01 13:30:24,58.3019,-134.4197,46.4,93,90,1.99
166,Yulara,AU,2021-10-01 13:31:29,-25.2406,130.9889,76.84,18,3,11.5
167,Yzeure,FR,2021-10-01 13:31:29,46.5644,3.355,72.21,38,100,2.44
168,Hamilton,US,2021-10-01 13:28:06,39.1834,-84.5333,62.73,85,1,3.44
169,Nchelenge,ZM,2021-10-01 13:31:29,-9.3451,28.734,85.55,42,43,5.32
170,Cortes,ES,2021-10-01 13:31:30,41.9395,-1.4396,77.61,37,95,3.24
171,Aksay,RU,2021-10-01 13:31:30,47.26,39.87,57.43,28,0,15.01
172,Sao Joao Da Barra,BR,2021-10-01 13:31:31,-21.6403,-41.0511,78.89,77,77,10.67
173,Jardim,BR,2021-10-01 13:31:31,-21.4803,-56.1381,101.35,24,9,9.53
174,Lebu,CL,2021-10-01 13:31:31,-37.6167,-73.65,54.28,75,97,12.64
175,Codrington,AU,2021-10-01 13:31:32,-38.2667,141.9667,54.64,90,95,10.25
176,Bonoua,CI,2021-10-01 13:31:32,5.2741,-3.595,80.22,65,79,7.61
177,Bethanien,NA,2021-10-01 13:31:32,-26.502,17.1583,75.58,8,0,14.12
178,Mar Del Plata,AR,2021-10-01 13:29:56,-38.0023,-57.5575,62.62,63,0,5.01
179,Makakilo City,US,2021-10-01 13:29:07,21.3469,-158.0858,75.56,77,20,4.61
180,Bansgaon,IN,2021-10-01 13:31:33,26.5586,83.3481,76.51,91,100,5.77
181,Fairbanks,US,2021-10-01 13:28:38,64.8378,-147.7164,32.22,83,20,0.0
182,Beringovskiy,RU,2021-10-01 13:31:33,63.05,179.3167,23.76,80,19,10.89
183,San Cristobal,VE,2021-10-01 13:31:18,7.7669,-72.225,69.98,50,79,3.85
184,Kemijarvi,FI,2021-10-01 13:31:34,66.7131,27.4306,44.65,78,100,8.3
185,Ous,RU,2021-10-01 13:31:34,60.9058,61.5186,35.19,69,44,1.79
186,Provideniya,RU,2021-10-01 13:31:35,64.3833,-173.3,23.7,83,25,9.22
187,Qasigiannguit,GL,2021-10-01 13:31:35,68.8193,-51.1922,28.65,68,86,4.43
188,Romitan,UZ,2021-10-01 13:31:35,39.9343,64.3814,62.55,34,0,16.11
189,Noumea,NC,2021-10-01 13:31:35,-22.2763,166.4572,73.38,86,99,10.47
190,Karratha,AU,2021-10-01 13:31:36,-20.7377,116.8463,74.59,63,3,22.91
191,Coos Bay,US,2021-10-01 13:30:25,43.3665,-124.2179,57.85,97,1,4.61
192,Kabare,CD,2021-10-01 13:31:36,-2.4683,28.8242,72.97,67,99,1.7
193,Jumla,NP,2021-10-01 13:29:07,29.2747,82.1838,60.37,95,100,3.29
194,Alugan,PH,2021-10-01 13:31:37,12.2188,125.4808,78.62,85,100,3.24
195,Nelson Bay,AU,2021-10-01 13:30:03,-32.7167,152.15,60.01,90,100,8.39
196,Gao,ML,2021-10-01 13:31:37,16.6362,1.637,103.5,7,20,12.39
197,Nalut,LY,2021-10-01 13:31:37,30.3333,10.85,84.16,23,0,10.4
198,Maldonado,UY,2021-10-01 13:31:38,-34.6667,-54.9167,61.99,77,62,14.27
199,Padang,ID,2021-10-01 13:30:11,-0.9492,100.3543,77.05,81,100,3.4
200,Taltal,CL,2021-10-01 13:30:20,-25.4,-70.4833,64.13,62,0,5.28
201,Nassau,US,2021-10-01 13:31:33,40.7507,-73.5829,60.78,68,1,3.0
202,Souillac,MU,2021-10-01 13:31:38,-20.5167,57.5167,74.35,68,40,12.66
203,Uvat,RU,2021-10-01 13:31:39,59.1433,68.8953,35.47,85,100,9.98
204,San Buenaventura,MX,2021-10-01 13:31:39,27.0833,-101.5333,65.32,88,90,13.8
205,Kawalu,ID,2021-10-01 13:31:39,-7.3817,108.2082,71.78,89,100,1.63
206,Coihaique,CL,2021-10-01 13:31:40,-45.5752,-72.0662,41.61,65,90,4.61
207,Zhigansk,RU,2021-10-01 13:31:40,66.7697,123.3711,31.68,66,6,10.63
208,Praya,CV,2021-10-01 13:31:40,14.9215,-23.5087,86.54,54,20,16.11
209,Havelock,US,2021-10-01 13:31:41,34.8791,-76.9013,75.15,86,58,4.0
210,Key West,US,2021-10-01 13:30:47,24.5557,-81.7826,86.0,68,1,10.36
211,Los Llanos De Aridane,ES,2021-10-01 13:31:41,28.6585,-17.9182,77.13,76,20,16.11
212,Broken Hill,AU,2021-10-01 13:31:41,-31.95,141.4333,53.31,76,4,8.05
213,Nusaybin,TR,2021-10-01 13:31:42,37.0778,41.2178,86.54,22,6,6.89
214,Slavyanka,RU,2021-10-01 13:31:42,42.8633,131.3847,54.64,65,6,6.8
215,Eenhana,NA,2021-10-01 13:31:42,-17.4667,16.3333,89.35,9,1,11.77
216,Thompson,CA,2021-10-01 13:31:43,55.7435,-97.8558,33.96,100,20,2.3
217,Merzig,DE,2021-10-01 13:31:43,49.45,6.6333,67.5,43,100,8.99
218,Lasa,IT,2021-10-01 13:31:43,46.6166,10.7002,67.91,62,44,4.85
219,Karpogory,RU,2021-10-01 13:31:44,64.0019,44.4451,44.42,92,100,4.25
220,Asfi,MA,2021-10-01 13:31:44,32.2994,-9.2372,81.46,54,0,21.81
221,Manggar,ID,2021-10-01 13:31:44,-2.8833,108.2667,75.56,85,100,2.17
222,Hibbing,US,2021-10-01 13:31:45,47.4272,-92.9377,60.58,94,90,0.0
223,Kaitangata,NZ,2021-10-01 13:31:45,-46.2817,169.8464,50.94,69,100,6.76
224,Aksarka,RU,2021-10-01 13:31:45,66.5606,67.7975,35.38,79,100,15.26
225,Margate,GB,2021-10-01 13:31:46,51.3813,1.3862,62.96,86,100,3.0
226,Batemans Bay,AU,2021-10-01 13:30:23,-35.7167,150.1833,56.19,87,93,5.55
227,Chuy,UY,2021-10-01 13:31:46,-33.6971,-53.4616,65.39,75,41,12.08
228,Raudeberg,NO,2021-10-01 13:31:46,61.9875,5.1352,61.2,68,83,3.0
229,Wuzhou,CN,2021-10-01 13:31:47,23.4833,111.3167,82.78,68,47,2.28
230,Nikolskoye,RU,2021-10-01 13:31:47,59.7035,30.7861,55.29,69,98,4.03
231,Fare,PF,2021-10-01 13:31:47,-16.7,-151.0167,78.8,71,6,19.01
232,Mecca,SA,2021-10-01 13:26:50,21.4267,39.8261,98.96,26,8,15.97
233,Myski,RU,2021-10-01 13:31:48,53.709,87.8014,37.27,98,100,7.76
234,Mandalgovi,MN,2021-10-01 13:30:27,45.7625,106.2708,46.18,53,100,9.44
235,Charters Towers,AU,2021-10-01 13:31:48,-20.1,146.2667,68.36,85,57,3.69
236,Tome,CL,2021-10-01 13:31:49,-36.6167,-72.95,50.61,69,100,4.34
237,Bjornevatn,NO,2021-10-01 13:31:49,69.6672,29.9847,47.82,71,75,12.66
238,Nabire,ID,2021-10-01 13:31:49,-3.3667,135.4833,76.96,91,97,1.57
239,Palembang,ID,2021-10-01 13:31:50,-2.9167,104.7458,74.19,95,100,2.19
240,Lavrentiya,RU,2021-10-01 13:31:50,65.5833,-171.0,26.71,84,88,11.59
241,Acajutla,SV,2021-10-01 13:31:50,13.5928,-89.8275,80.94,77,0,3.18
242,Coquimbo,CL,2021-10-01 13:31:51,-29.9533,-71.3436,56.93,82,0,6.91
243,Sola,VU,2021-10-01 13:31:51,-13.8833,167.55,79.39,78,98,19.6
244,Kedrovyy,RU,2021-10-01 13:31:51,56.1667,91.8167,36.01,97,100,8.77
245,Nantucket,US,2021-10-01 13:28:56,41.2835,-70.0995,62.71,66,40,11.5
246,Kayerkan,RU,2021-10-01 13:31:52,69.3497,87.7602,28.49,96,100,7.92
247,Shieli,KZ,2021-10-01 13:31:52,44.1667,66.75,50.38,36,100,8.46
248,Fernley,US,2021-10-01 13:27:29,39.608,-119.2518,52.3,23,100,1.97
249,Villahermosa,MX,2021-10-01 13:31:52,17.9833,-92.9167,80.02,86,40,3.44
250,Clovis,US,2021-10-01 13:27:04,36.8252,-119.7029,67.66,52,75,0.0
251,Ekibastuz,KZ,2021-10-01 13:31:53,51.6667,75.3667,41.86,63,100,16.4
252,Severo-Kurilsk,RU,2021-10-01 13:31:53,50.6789,156.125,49.8,96,100,15.05
253,Constitucion,CL,2021-10-01 13:31:23,-35.3333,-72.4167,56.19,52,29,4.65
254,Hambantota,LK,2021-10-01 13:31:54,6.1241,81.1185,73.74,100,40,4.61
255,Taksimo,RU,2021-10-01 13:31:54,56.3444,114.8794,30.36,70,1,0.78
256,Faanui,PF,2021-10-01 13:31:54,-16.4833,-151.75,79.07,68,59,18.45
257,Shimoda,JP,2021-10-01 13:31:55,34.6667,138.95,65.1,83,43,5.03
258,Flinders,AU,2021-10-01 13:31:55,-34.5833,150.8552,58.28,87,47,1.01
259,Tumut,AU,2021-10-01 13:31:55,-35.3,148.2167,56.39,97,100,1.74
260,Norman Wells,CA,2021-10-01 13:31:56,65.282,-126.8329,32.04,93,40,3.44
261,Storsteinnes,NO,2021-10-01 13:31:56,69.2408,19.2344,54.79,66,47,6.24
262,Fredericksburg,US,2021-10-01 13:31:56,38.3032,-77.4605,63.21,83,1,3.44
263,Port Augusta,AU,2021-10-01 13:31:57,-32.5,137.7667,55.54,92,79,7.11
264,Piacabucu,BR,2021-10-01 13:31:57,-10.4056,-36.4344,83.25,67,30,14.2
265,Pedernales,DO,2021-10-01 13:31:58,18.0384,-71.744,83.34,67,9,2.91
266,Puerto Madero,MX,2021-10-01 13:31:59,14.7208,-92.4215,77.2,100,75,0.0
267,Laguna,US,2021-10-01 13:28:29,38.421,-121.4238,68.5,63,1,0.0
268,Naryan-Mar,RU,2021-10-01 13:31:59,67.6713,53.087,36.52,78,9,5.99
269,Puerto Wilches,CO,2021-10-01 13:32:00,7.3483,-73.896,82.18,68,41,2.24
270,Georgetown,MY,2021-10-01 13:28:49,5.4112,100.3354,82.33,73,40,1.01
271,Quatre Cocos,MU,2021-10-01 13:32:00,-20.2078,57.7625,74.08,67,93,12.59
272,Byron Bay,AU,2021-10-01 13:29:07,-28.65,153.6167,58.95,89,100,8.88
273,Harindanga,IN,2021-10-01 13:32:01,22.0383,88.3214,87.78,86,67,6.53
274,Faya,SA,2021-10-01 13:32:01,18.3851,42.4509,77.11,50,100,10.2
275,Chokurdakh,RU,2021-10-01 13:32:01,70.6333,147.9167,9.72,93,15,5.91
276,Kafanchan,NG,2021-10-01 13:32:02,9.5833,8.3,81.39,68,97,2.57
277,Vila Franca Do Campo,PT,2021-10-01 13:32:02,37.7167,-25.4333,73.81,72,49,2.13
278,Nishihara,JP,2021-10-01 13:32:03,26.1842,127.7558,80.65,81,20,4.61
279,Emerald,AU,2021-10-01 13:32:03,-23.5333,148.1667,71.74,34,99,5.75
280,Sosnovo-Ozerskoye,RU,2021-10-01 13:32:03,52.5249,111.5418,28.36,70,4,1.7
281,Sistranda,NO,2021-10-01 13:32:04,63.7256,8.834,60.76,67,73,5.3
282,Asau,RO,2021-10-01 13:32:04,46.4333,26.4,64.76,35,71,5.44
283,Makokou,GA,2021-10-01 13:32:04,0.5738,12.8642,84.54,70,75,3.62
284,Labuhan,ID,2021-10-01 13:32:05,-6.8844,112.2051,81.97,67,100,4.5
285,Japura,ID,2021-10-01 13:32:05,-0.3167,102.35,73.99,98,100,3.29
286,Balgazyn,RU,2021-10-01 13:32:05,51.0,95.2,38.84,97,100,11.74
287,Yerbogachen,RU,2021-10-01 13:32:06,61.2767,108.0108,36.28,65,99,3.85
288,Navahrudak,BY,2021-10-01 13:32:06,53.6,25.8333,48.81,70,100,9.57
289,Martapura,ID,2021-10-01 13:30:13,-3.4167,114.85,77.09,100,92,3.44
290,Talnakh,RU,2021-10-01 13:32:06,69.4865,88.3972,25.75,94,99,2.1
291,Russell,US,2021-10-01 13:32:07,32.3502,-85.1999,75.96,87,1,0.0
292,Banda Aceh,ID,2021-10-01 13:32:07,5.5577,95.3222,78.46,74,100,5.44
293,Kazachka,RU,2021-10-01 13:32:07,53.3644,38.0694,51.85,62,16,0.29
294,Hualmay,PE,2021-10-01 13:32:08,-11.0964,-77.6139,66.54,78,34,9.37
295,Nueve De Julio,AR,2021-10-01 13:32:08,-35.4444,-60.8831,62.71,43,0,7.83
